Question Title,Difficulty,URL,Total Accepted,Total Submissions,Paid Only
Intersection of Multiple Arrays,Easy,https://leetcode.com/problems/intersection-of-multiple-arrays/,103990,152250,No
Maximum Total Beauty of the Gardens,Hard,https://leetcode.com/problems/maximum-total-beauty-of-the-gardens/,8302,27801,No
Maximum Product After K Increments,Medium,https://leetcode.com/problems/maximum-product-after-k-increments/,37542,89372,No
Minimize Result by Adding Parentheses to Expression,Medium,https://leetcode.com/problems/minimize-result-by-adding-parentheses-to-expression/,24016,35685,No
Largest Number After Digit Swaps by Parity,Easy,https://leetcode.com/problems/largest-number-after-digit-swaps-by-parity/,55180,87005,No
Sum of Scores of Built Strings,Hard,https://leetcode.com/problems/sum-of-scores-of-built-strings/,10100,24293,No
Number of Ways to Select Buildings,Medium,https://leetcode.com/problems/number-of-ways-to-select-buildings/,44604,88466,No
Find Triangular Sum of an Array,Medium,https://leetcode.com/problems/find-triangular-sum-of-an-array/,95822,121754,No
Minimum Bit Flips to Convert Number,Easy,https://leetcode.com/problems/minimum-bit-flips-to-convert-number/,284433,325210,No
Minimum Weighted Subgraph With the Required Paths,Hard,https://leetcode.com/problems/minimum-weighted-subgraph-with-the-required-paths/,14511,38358,No
Find All K-Distant Indices in an Array,Easy,https://leetcode.com/problems/find-all-k-distant-indices-in-an-array/,46633,69656,No
Longest Substring of One Repeating Character,Hard,https://leetcode.com/problems/longest-substring-of-one-repeating-character/,5508,16834,No
Maximum Points in an Archery Competition,Medium,https://leetcode.com/problems/maximum-points-in-an-archery-competition/,17280,34508,No
Count Collisions on a Road,Medium,https://leetcode.com/problems/count-collisions-on-a-road/,32917,74611,No
Count Hills and Valleys in an Array,Easy,https://leetcode.com/problems/count-hills-and-valleys-in-an-array/,58738,95562,No
Most Frequent Number Following Key In an Array,Easy,https://leetcode.com/problems/most-frequent-number-following-key-in-an-array/,43230,73196,No
Minimum White Tiles After Covering With Carpets,Hard,https://leetcode.com/problems/minimum-white-tiles-after-covering-with-carpets/,14146,38544,No
Minimum Operations to Halve Array Sum,Medium,https://leetcode.com/problems/minimum-operations-to-halve-array-sum/,43553,89533,No
Maximize Number of Subsequences in a String,Medium,https://leetcode.com/problems/maximize-number-of-subsequences-in-a-string/,21776,62234,No
Divide Array Into Equal Pairs,Easy,https://leetcode.com/problems/divide-array-into-equal-pairs/,269746,340484,No
Replace Non-Coprime Numbers in Array,Hard,https://leetcode.com/problems/replace-non-coprime-numbers-in-array/,16378,40765,No
Create Binary Tree From Descriptions,Medium,https://leetcode.com/problems/create-binary-tree-from-descriptions/,158774,194452,No
Append K Integers With Minimal Sum,Medium,https://leetcode.com/problems/append-k-integers-with-minimal-sum/,36757,141750,No
Cells in a Range on an Excel Sheet,Easy,https://leetcode.com/problems/cells-in-a-range-on-an-excel-sheet/,78557,93767,No
Count Array Pairs Divisible by K,Hard,https://leetcode.com/problems/count-array-pairs-divisible-by-k/,19562,66036,No
Construct String With Repeat Limit,Medium,https://leetcode.com/problems/construct-string-with-repeat-limit/,120240,169644,No
Merge Nodes in Between Zeros,Medium,https://leetcode.com/problems/merge-nodes-in-between-zeros/,300895,335944,No
Count Integers With Even Digit Sum,Easy,https://leetcode.com/problems/count-integers-with-even-digit-sum/,76681,112179,No
Minimum Time to Finish the Race,Hard,https://leetcode.com/problems/minimum-time-to-finish-the-race/,13102,31221,No
Minimum Time to Complete Trips,Medium,https://leetcode.com/problems/minimum-time-to-complete-trips/,130443,334992,No
Minimum Number of Steps to Make Two Strings Anagram II,Medium,https://leetcode.com/problems/minimum-number-of-steps-to-make-two-strings-anagram-ii/,48216,66378,No
Counting Words With a Given Prefix,Easy,https://leetcode.com/problems/counting-words-with-a-given-prefix/,276610,327245,No
Maximum AND Sum of Array,Hard,https://leetcode.com/problems/maximum-and-sum-of-array/,15543,31357,No
Removing Minimum Number of Magic Beans,Medium,https://leetcode.com/problems/removing-minimum-number-of-magic-beans/,30358,70113,No
Minimum Operations to Make the Array Alternating,Medium,https://leetcode.com/problems/minimum-operations-to-make-the-array-alternating/,24569,73003,No
Count Operations to Obtain Zero,Easy,https://leetcode.com/problems/count-operations-to-obtain-zero/,89409,119772,No
Minimum Time to Remove All Cars Containing Illegal Goods,Hard,https://leetcode.com/problems/minimum-time-to-remove-all-cars-containing-illegal-goods/,13889,33763,No
Design Bitset,Medium,https://leetcode.com/problems/design-bitset/,25140,76221,No
Smallest Value of the Rearranged Number,Medium,https://leetcode.com/problems/smallest-value-of-the-rearranged-number/,41881,79822,No
Sort Even and Odd Indices Independently,Easy,https://leetcode.com/problems/sort-even-and-odd-indices-independently/,75760,121252,No
Count Good Triplets in an Array,Hard,https://leetcode.com/problems/count-good-triplets-in-an-array/,9795,23281,No
Maximum Split of Positive Even Integers,Medium,https://leetcode.com/problems/maximum-split-of-positive-even-integers/,50487,85150,No
Find Three Consecutive Integers That Sum to a Given Number,Medium,https://leetcode.com/problems/find-three-consecutive-integers-that-sum-to-a-given-number/,55267,85671,No
Count Equal and Divisible Pairs in an Array,Easy,https://leetcode.com/problems/count-equal-and-divisible-pairs-in-an-array/,90508,113876,No
Groups of Strings,Hard,https://leetcode.com/problems/groups-of-strings/,10445,39479,No
Find Substring With Given Hash Value,Hard,https://leetcode.com/problems/find-substring-with-given-hash-value/,14643,59838,No
Keep Multiplying Found Values by Two,Easy,https://leetcode.com/problems/keep-multiplying-found-values-by-two/,115883,162613,No
Maximum Good People Based on Statements,Hard,https://leetcode.com/problems/maximum-good-people-based-on-statements/,15160,29925,No
Rearrange Array Elements by Sign,Medium,https://leetcode.com/problems/rearrange-array-elements-by-sign/,546761,649173,No
Find All Lonely Numbers in the Array,Medium,https://leetcode.com/problems/find-all-lonely-numbers-in-the-array/,56989,93019,No
Count Elements With Strictly Smaller and Greater Elements ,Easy,https://leetcode.com/problems/count-elements-with-strictly-smaller-and-greater-elements/,67612,114394,No
Minimum Difference in Sums After Removal of Elements,Hard,https://leetcode.com/problems/minimum-difference-in-sums-after-removal-of-elements/,12888,26468,No
Minimum Cost to Set Cooking Time,Medium,https://leetcode.com/problems/minimum-cost-to-set-cooking-time/,17773,43576,No
Partition Array According to Given Pivot,Medium,https://leetcode.com/problems/partition-array-according-to-given-pivot/,258402,287306,No
Minimum Sum of Four Digit Number After Splitting Digits,Easy,https://leetcode.com/problems/minimum-sum-of-four-digit-number-after-splitting-digits/,149403,173709,No
Maximum Running Time of N Computers,Hard,https://leetcode.com/problems/maximum-running-time-of-n-computers/,64018,128463,No
Solving Questions With Brainpower,Medium,https://leetcode.com/problems/solving-questions-with-brainpower/,226534,375113,No
All Divisions With the Highest Score of a Binary Array,Medium,https://leetcode.com/problems/all-divisions-with-the-highest-score-of-a-binary-array/,32786,51076,No
Divide a String Into Groups of Size k,Easy,https://leetcode.com/problems/divide-a-string-into-groups-of-size-k/,54060,80346,No
Earliest Possible Day of Full Bloom,Hard,https://leetcode.com/problems/earliest-possible-day-of-full-bloom/,58212,81893,No
Count Words Obtained After Adding a Letter,Medium,https://leetcode.com/problems/count-words-obtained-after-adding-a-letter/,37412,86347,No
Minimum Swaps to Group All 1's Together II,Medium,https://leetcode.com/problems/minimum-swaps-to-group-all-1s-together-ii/,165300,252470,No
Check if Every Row and Column Contains All Numbers,Easy,https://leetcode.com/problems/check-if-every-row-and-column-contains-all-numbers/,93483,177887,No
Number of Ways to Divide a Long Corridor,Hard,https://leetcode.com/problems/number-of-ways-to-divide-a-long-corridor/,70820,145059,No
K Highest Ranked Items Within a Price Range,Medium,https://leetcode.com/problems/k-highest-ranked-items-within-a-price-range/,18168,41071,No
Count the Hidden Sequences,Medium,https://leetcode.com/problems/count-the-hidden-sequences/,20673,52656,No
Minimum Cost of Buying Candies With Discount,Easy,https://leetcode.com/problems/minimum-cost-of-buying-candies-with-discount/,62460,101030,No
Maximum Employees to Be Invited to a Meeting,Hard,https://leetcode.com/problems/maximum-employees-to-be-invited-to-a-meeting/,83576,134402,No
Destroying Asteroids,Medium,https://leetcode.com/problems/destroying-asteroids/,55294,105461,No
Number of Laser Beams in a Bank,Medium,https://leetcode.com/problems/number-of-laser-beams-in-a-bank/,222068,259988,No
Check if All A's Appears Before All B's,Easy,https://leetcode.com/problems/check-if-all-as-appears-before-all-bs/,102166,141251,No
Recover the Original Array,Hard,https://leetcode.com/problems/recover-the-original-array/,12167,30668,No
Intervals Between Identical Elements,Medium,https://leetcode.com/problems/intervals-between-identical-elements/,23182,51771,No
Execution of All Suffix Instructions Staying in a Grid,Medium,https://leetcode.com/problems/execution-of-all-suffix-instructions-staying-in-a-grid/,34588,42460,No
A Number After a Double Reversal,Easy,https://leetcode.com/problems/a-number-after-a-double-reversal/,113920,140766,No
Longest Palindrome by Concatenating Two Letter Words,Medium,https://leetcode.com/problems/longest-palindrome-by-concatenating-two-letter-words/,128460,268546,No
Maximum Twin Sum of a Linked List,Medium,https://leetcode.com/problems/maximum-twin-sum-of-a-linked-list/,395813,486875,No
Capitalize the Title,Easy,https://leetcode.com/problems/capitalize-the-title/,77710,117545,No
Minimum Operations to Make the Array K-Increasing,Hard,https://leetcode.com/problems/minimum-operations-to-make-the-array-k-increasing/,14166,36525,No
Number of Smooth Descent Periods of a Stock,Medium,https://leetcode.com/problems/number-of-smooth-descent-periods-of-a-stock/,41777,70770,No
Adding Spaces to a String,Medium,https://leetcode.com/problems/adding-spaces-to-a-string/,203066,283112,No
Find First Palindromic String in the Array,Easy,https://leetcode.com/problems/find-first-palindromic-string-in-the-array/,330209,393748,No
Maximum Fruits Harvested After at Most K Steps,Hard,https://leetcode.com/problems/maximum-fruits-harvested-after-at-most-k-steps/,12461,34528,No
Watering Plants II,Medium,https://leetcode.com/problems/watering-plants-ii/,23681,49243,No
Sum of Subarray Ranges,Medium,https://leetcode.com/problems/sum-of-subarray-ranges/,141600,235561,No
Rings and Rods,Easy,https://leetcode.com/problems/rings-and-rods/,85169,105149,No
Abbreviating the Product of a Range,Hard,https://leetcode.com/problems/abbreviating-the-product-of-a-range/,3985,16370,No
Check if a Parentheses String Can Be Valid,Medium,https://leetcode.com/problems/check-if-a-parentheses-string-can-be-valid/,145327,324836,No
Find All Possible Recipes from Given Supplies,Medium,https://leetcode.com/problems/find-all-possible-recipes-from-given-supplies/,209013,370669,No
Maximum Number of Words Found in Sentences,Easy,https://leetcode.com/problems/maximum-number-of-words-found-in-sentences/,342298,395240,No
Step-By-Step Directions From a Binary Tree Node to Another,Medium,https://leetcode.com/problems/step-by-step-directions-from-a-binary-tree-node-to-another/,213849,380188,No
Delete the Middle Node of a Linked List,Medium,https://leetcode.com/problems/delete-the-middle-node-of-a-linked-list/,651646,1093311,No
Finding 3-Digit Even Numbers,Easy,https://leetcode.com/problems/finding-3-digit-even-numbers/,41507,65296,No
Find All People With Secret,Hard,https://leetcode.com/problems/find-all-people-with-secret/,102790,226636,No
Removing Minimum and Maximum From Array,Medium,https://leetcode.com/problems/removing-minimum-and-maximum-from-array/,50504,91797,No
K Radius Subarray Averages,Medium,https://leetcode.com/problems/k-radius-subarray-averages/,157590,342809,No
Find Target Indices After Sorting Array,Easy,https://leetcode.com/problems/find-target-indices-after-sorting-array/,224099,290693,No
Sequentially Ordinal Rank Tracker,Hard,https://leetcode.com/problems/sequentially-ordinal-rank-tracker/,17401,27023,No
Detonate the Maximum Bombs,Medium,https://leetcode.com/problems/detonate-the-maximum-bombs/,147121,300090,No
Find Good Days to Rob the Bank,Medium,https://leetcode.com/problems/find-good-days-to-rob-the-bank/,34581,69133,No
Find Subsequence of Length K With the Largest Sum,Easy,https://leetcode.com/problems/find-subsequence-of-length-k-with-the-largest-sum/,63583,141031,No
Sum of k-Mirror Numbers,Hard,https://leetcode.com/problems/sum-of-k-mirror-numbers/,7927,19160,No
Valid Arrangement of Pairs,Hard,https://leetcode.com/problems/valid-arrangement-of-pairs/,74103,111364,No
Stamping the Grid,Hard,https://leetcode.com/problems/stamping-the-grid/,8322,25424,No
Two Furthest Houses With Different Colors,Easy,https://leetcode.com/problems/two-furthest-houses-with-different-colors/,71941,109865,No
Process Restricted Friend Requests,Hard,https://leetcode.com/problems/process-restricted-friend-requests/,19781,34915,No
Decode the Slanted Ciphertext,Medium,https://leetcode.com/problems/decode-the-slanted-ciphertext/,15917,32532,No
Reverse Nodes in Even Length Groups,Medium,https://leetcode.com/problems/reverse-nodes-in-even-length-groups/,34124,56637,No
Time Needed to Buy Tickets,Easy,https://leetcode.com/problems/time-needed-to-buy-tickets/,244810,347614,No
